	max(PC)	median(PC)	max(z)	median(z)
130	-0.006762534815351901	-0.01031981972499336	-0.12911549256328542	-0.0507654850843704
131	-0.006750068241780974	-0.010301695620780179	-0.12883536133042114	-0.05075385749830118
132	-0.006725720438712665	-0.010301305079356197	-0.12878110754359068	-0.05050964981225706
133	-0.006712553541849053	-0.010294773163618938	-0.1287012250343436	-0.05046253401973646
134	-0.006673377024403245	-0.010282437388430286	-0.12856111283856855	-0.05044209952082333
135	-0.006668594368335367	-0.010281119431839535	-0.1277356917741989	-0.050383567265388104
136	-0.006661588349593534	-0.010279218314945686	-0.1274699158999693	-0.0502755925784905
137	-0.006656902254296536	-0.010275600351992938	-0.1271952296986098	-0.05021988945424673
138	-0.006629810641897138	-0.01025895988572658	-0.1271856321042305	-0.05007556677806941
139	-0.006628914628342714	-0.01020785283736133	-0.12678586537635234	-0.05007287681713192
140	-0.006620869291557704	-0.010174501242578566	-0.12654491187944283	-0.05003892205690784
141	-0.0066035862815411964	-0.010156541253195399	-0.1264243459484577	-0.05001171624313561
142	-0.006601768566147962	-0.010131271982287167	-0.12627099894973282	-0.049908327838708494
143	-0.006588514973931741	-0.010117189355953045	-0.12619369500240726	-0.04988666435105381
144	-0.006580897535870275	-0.010115098343363327	-0.12602224335766662	-0.04981387898301991
145	-0.006577594646491822	-0.010079691283468093	-0.12581472129727228	-0.049793754203198606
146	-0.006563233273320012	-0.010076424615795929	-0.12557495361236556	-0.04973037529081126
147	-0.00656212126025463	-0.01005855805314612	-0.12522653709446813	-0.04972708651674492
148	-0.006553475586017116	-0.010058178830954279	-0.1250494188215926	-0.049703826124007505
149	-0.006553427099121714	-0.010030130168157216	-0.12497429141646252	-0.04968788545295822
150	-0.006550496805831108	-0.010014909232783262	-0.12480122764054272	-0.04959138820023318
151	-0.006546356509461658	-0.010014405091303344	-0.12469121819673495	-0.04943712255624447
152	-0.006541009598127193	-0.010013577796874716	-0.12466223472563394	-0.04943610393284725
153	-0.006525227522698808	-0.010012566669521631	-0.1246186618304336	-0.04941450910800966
154	-0.0065209774461679575	-0.010010326682340693	-0.12439539536595712	-0.04931453218166146
155	-0.006516512749942469	-0.010008751218086885	-0.12422636183834901	-0.04930425802371525
156	-0.0065092325856391416	-0.010001277585131592	-0.1242003177285501	-0.04920818843569118
157	-0.006508039484722311	-0.009989574955461699	-0.12409783921903933	-0.049195625456541305
158	-0.006501609632654082	-0.009986531274871766	-0.12387488505980239	-0.04914850625834129
159	-0.006493892480455235	-0.00998274703900013	-0.12383776615025607	-0.049018186659014126
160	-0.006490351706779269	-0.00996309522108197	-0.12382709746934627	-0.04896428601554717
161	-0.006484091509094562	-0.009955347654172818	-0.12376357063712656	-0.04895918186619475
162	-0.00647841237833646	-0.009950451732055414	-0.12372589446958304	-0.04890117640704597
163	-0.006477312967291137	-0.009938814871035484	-0.12344975870621806	-0.0488719261733251
164	-0.006470287986949211	-0.009924448284749003	-0.12326434526135628	-0.048851570930866284
165	-0.006469515986118368	-0.009922136635806962	-0.12308517595144905	-0.048835927750393485
166	-0.00646502125036626	-0.009913447039324792	-0.12304084450865295	-0.048811573964494384
167	-0.006463718186571056	-0.009889327119457324	-0.12301887015792878	-0.04872446570753822
168	-0.006462614685990119	-0.009888581497768884	-0.12290475101128814	-0.04866523642932144
169	-0.006460059786550744	-0.00988736523292115	-0.12280089010967915	-0.048661329568725556
170	-0.006458243462111352	-0.009873217420579271	-0.12265091041543293	-0.04861013411710755
171	-0.006457675959485414	-0.009851664636174748	-0.12245875395515889	-0.04859106836765459
172	-0.006453701584777526	-0.00983543799965095	-0.12227792506301136	-0.04854826632927846
173	-0.006452940865061003	-0.009822566087526248	-0.12220202382233711	-0.048462532777388406
174	-0.006452689714639175	-0.009819919353281132	-0.12207647432225119	-0.04842420183721671
175	-0.006449601435222554	-0.009810138486500919	-0.12176252460797206	-0.04840803351772589
176	-0.006445611540622355	-0.00978633070676984	-0.12169143998885733	-0.048361164255549434
177	-0.006432914486516347	-0.00978609069812446	-0.1216391514426884	-0.04828417649815588
178	-0.006431867391381451	-0.009773636895906088	-0.12142881773814616	-0.048250519128290204
179	-0.006429226602181998	-0.009757724508766663	-0.12142693167199031	-0.04820090937229549
180	-0.0064261169513840566	-0.009750005842946753	-0.12137143789895127	-0.048198112708507
181	-0.0064143782163690296	-0.009744084659879868	-0.12134885425036326	-0.04808788301680059
182	-0.006413318985003628	-0.00974051000560817	-0.12129880268851007	-0.04808616110118667
183	-0.006411316230561129	-0.009730095379868147	-0.12082243966375426	-0.04806045946516782
184	-0.006409279648624031	-0.009706298839913802	-0.12077512167776806	-0.04805249063888248
185	-0.00640385499201983	-0.00970066272314271	-0.1207543786403276	-0.04804511195634326
186	-0.006392972232023223	-0.009691770795119889	-0.12057603115656292	-0.04804245421915614
187	-0.006391122876795227	-0.009683349322668148	-0.12045888492760558	-0.04790935758239368
188	-0.006387096293033026	-0.00966041976666606	-0.12044339278473534	-0.047901789222750596
189	-0.00638686911705315	-0.009659212679282957	-0.11991031587067422	-0.047844583961818274
190	-0.006383690107348372	-0.009633360966691694	-0.11979790646666129	-0.04784326005177843
191	-0.00637675045296897	-0.00962697343631363	-0.11979572607570849	-0.047842518317721544
192	-0.006371088917533773	-0.009616548595172985	-0.11964892754978021	-0.04772865429502435
193	-0.0063658643239594866	-0.009616107612362902	-0.11957169168883865	-0.04770729127302466
194	-0.006352737726782931	-0.009605586097952085	-0.11951744276876336	-0.04770387732037487
195	-0.006351506629908094	-0.00958189849794046	-0.11948762635761104	-0.047647362716510544
196	-0.006351437059594145	-0.009574454296751446	-0.11945409912402272	-0.04758521204574245
197	-0.006341414185906272	-0.00957431196230227	-0.11934248412412274	-0.04754786214759592
198	-0.006319935352431676	-0.009573766730147183	-0.1193179225374593	-0.04753356129395553
199	-0.006318989216736305	-0.009569591440833221	-0.1189961175601139	-0.047456864007481364
200	-0.006318968456235855	-0.009564030049264179	-0.11890057190947266	-0.0473782985410483
201	-0.006305570085906221	-0.009562566854804264	-0.11883875715051764	-0.04737094149906464
202	-0.006294382914844241	-0.009557449036651651	-0.11880721029833205	-0.047356621430707284
203	-0.006288596465041997	-0.009536358255000342	-0.11869325073055657	-0.047308163089643
204	-0.00628272554840332	-0.009527620435603942	-0.11859541191085184	-0.04729353253232638
205	-0.006279725949311353	-0.009526478176809856	-0.1185942347838826	-0.04715847475643793
206	-0.006275421271544207	-0.009524041897896766	-0.11855860724917419	-0.04712757993403413
207	-0.006274027238015519	-0.009516354566147677	-0.1185273959504282	-0.04697998036764226
208	-0.006273137036719478	-0.009514650066398546	-0.11836784162786085	-0.04697733261894482
209	-0.006254497967728223	-0.009512308082568725	-0.1181802507011182	-0.046782652716293865
210	-0.0062508122592861756	-0.009506194535354144	-0.11816753847564225	-0.04664428050358764
211	-0.006235616660360924	-0.009500491585312444	-0.11797258954610092	-0.046597796075284637
212	-0.00622178524216197	-0.009489376523628586	-0.11782076050911187	-0.046575410334126655
213	-0.006219279406767876	-0.009469300523296607	-0.11773216420268891	-0.04649422590746837
214	-0.006216986446378336	-0.009466611189762796	-0.11761958363403859	-0.04646304527080383
215	-0.0062103204647934555	-0.009444612262976314	-0.11755475609348802	-0.046386104957190796
216	-0.006195061936748259	-0.009441162066174368	-0.11738886974039417	-0.04635550279894053
217	-0.006191767576068669	-0.009440213175449873	-0.11728512288446881	-0.046322893618385375
218	-0.006185114911674351	-0.00943772400730965	-0.11709297581399927	-0.04620837355239069
219	-0.006184306495811579	-0.009427256066539012	-0.11705282511025364	-0.04619373384783921
220	-0.006181935374145633	-0.009426026282791726	-0.11701734303815545	-0.046119557913780335
221	-0.006179304918628031	-0.009423458106909028	-0.117015843661017	-0.04611301756771555
222	-0.006177886732059917	-0.009405650264151563	-0.11696024705274628	-0.046081285482255485
223	-0.006175617580993248	-0.00940082019263982	-0.1169539680880865	-0.04606314999244722
224	-0.006174821593398552	-0.009378430578662637	-0.11683240818154159	-0.04605266271906541
225	-0.006172841588445487	-0.009378331302727553	-0.1166035411572572	-0.04600696042981525
226	-0.006165472341568206	-0.009373643858838559	-0.11660207361365939	-0.04598311741977506
227	-0.006150715549212909	-0.009372151792574212	-0.11644714484875364	-0.04596066093785013
228	-0.006146340552380439	-0.009359544081501076	-0.11640699501269007	-0.04584821940852639
229	-0.006145196009856854	-0.009356871817111855	-0.11638332677747544	-0.04584369703632984
230	-0.006144470192603449	-0.009347024958395046	-0.11635841617702088	-0.04576100981071249
231	-0.006143513282724386	-0.00933154266736539	-0.11629962908749111	-0.045752474032869965
232	-0.006143385644551133	-0.009328444307099141	-0.11619434320951044	-0.045725657751458926
233	-0.006141313891094414	-0.009325864073075256	-0.11618703847883867	-0.045724086791667076
234	-0.0061116523685206935	-0.009321643149789581	-0.11617195120712762	-0.04571250881560943
235	-0.006101482282138842	-0.009319772779774957	-0.11609097632803743	-0.045643838873445045
236	-0.006095644024849894	-0.00931756345521368	-0.11597433838306545	-0.045584268557653046
237	-0.00609319750247572	-0.009314976054112453	-0.11564858722845021	-0.04548659864594048
238	-0.006082272283544205	-0.009309193008634996	-0.11557106465105599	-0.04546047202740281
239	-0.0060818070565741315	-0.009303130213400158	-0.11551588835225265	-0.04543664143216381
240	-0.006081307684901719	-0.009302588466616699	-0.11523913852351265	-0.0454291742936349
241	-0.0060800352767710515	-0.00929586080576022	-0.11509675999157436	-0.045426514022087805
242	-0.00607834261274951	-0.009291755901755627	-0.11506092637978577	-0.04542398603752171
243	-0.00607074484851503	-0.009288141864310137	-0.11501172026522308	-0.045417314966643446
244	-0.0060700264678288495	-0.009286917665043718	-0.11463313476844726	-0.04534818778631463
245	-0.006068781681795232	-0.00928598031581996	-0.11459505419834873	-0.045346827571080564
246	-0.0060683391270061945	-0.00928537513888285	-0.11454982628591683	-0.04528719098359979
247	-0.006054319794916832	-0.00928253372523821	-0.11421566237976712	-0.04518071376836436
248	-0.006052675266852792	-0.009280941289950466	-0.11411020372140533	-0.045152318674957184
249	-0.006049757027253494	-0.009273292798494627	-0.11403850113204599	-0.04512043236046337
250	-0.0060423961104341395	-0.009273215300857946	-0.11388506899328106	-0.04506176873665475
251	-0.006042332971051054	-0.009260248698196756	-0.11385655937900437	-0.04502760111200991
252	-0.006039668462137057	-0.00925878695819845	-0.11376580327948074	-0.04499069970328598
253	-0.006035020607931291	-0.009258728500649788	-0.11354936137023844	-0.044959730315249496
254	-0.006032729297170603	-0.009257757283146796	-0.11351927961219009	-0.0449538276653005
255	-0.006024951065723637	-0.009251445499098565	-0.11339887880855797	-0.04495234672528816
256	-0.006012360310029383	-0.00925142709435229	-0.1133183474824594	-0.044847393401872285
257	-0.00601100139419845	-0.009249334741420605	-0.11327486091606179	-0.044782080459460756
258	-0.006009064799723202	-0.00923303677464535	-0.11309844120328613	-0.044739693609537674
259	-0.006006853658004203	-0.009231911788280263	-0.11297604453856619	-0.04471728738314712
260	-0.0060068318257720495	-0.009229388866068555	-0.11295993505550611	-0.04471230734178936
261	-0.006003407985735018	-0.009228995815726308	-0.11279986420444968	-0.04468620398510491
262	-0.006001410155283945	-0.009208164091725523	-0.11278144399868512	-0.04462772252329253
263	-0.0059957060536166736	-0.009204458135539178	-0.11270384720845544	-0.04462119836313902
264	-0.005989556592208978	-0.009189288126728272	-0.11262434469879186	-0.04461887065881106
265	-0.005987481619280454	-0.0091881332574551	-0.11261590162377032	-0.04461836544754999
266	-0.005986463340345449	-0.009184427479827966	-0.11248698567987078	-0.04459581423673972
267	-0.005977144218034572	-0.009181042803618318	-0.11244112690391268	-0.044569453799983415
268	-0.00597232038266628	-0.009174450114059917	-0.11217226501591229	-0.044539461209874336
269	-0.005965964168421557	-0.009173998710664018	-0.11217155899395091	-0.0445255507029161
270	-0.0059627242031230765	-0.009157407100993048	-0.11206874070997976	-0.044489643679094304
271	-0.005955200771175711	-0.009143238005179704	-0.11199057208828957	-0.044453342081328596
272	-0.005952957607082166	-0.009138137142304633	-0.11197024928030161	-0.04443996796309874
273	-0.005952557020129052	-0.009136354859081486	-0.11187267539552687	-0.044434961378897825
274	-0.005950613711534045	-0.009127172120727299	-0.1118241626995107	-0.04439350277927431
275	-0.0059497389010289385	-0.009120215964470333	-0.11172170747469234	-0.0443736076128491
276	-0.00594769934069358	-0.00911006292748537	-0.11165367582028876	-0.04433092868660639
277	-0.005932397921601896	-0.009104817425366169	-0.11152294603993983	-0.044291480082632825
278	-0.005932286164357751	-0.009098898732037923	-0.11149687593143262	-0.04421349695648879
279	-0.005905814638734229	-0.009097579468704264	-0.11145424765168248	-0.04420655775186466
280	-0.005905668081838372	-0.009076325620669408	-0.11135772921514586	-0.044168835546345195
281	-0.005899741387751075	-0.009071758763913017	-0.11129966625684509	-0.044162119629483874
282	-0.005897155509319677	-0.009071639577668942	-0.11117043089081619	-0.04412940046021342
283	-0.005890312023191142	-0.009071067372807315	-0.11114159620352927	-0.04412054963416353
284	-0.005878709587782378	-0.009063560592423213	-0.11088989711543598	-0.044101574944849405
285	-0.005872757235205475	-0.009053403748273771	-0.11082755123573469	-0.0440804188054998
286	-0.0058714976372628395	-0.009038005458280788	-0.11079886288905978	-0.04407886213274712
287	-0.005868853412229624	-0.009035703140604994	-0.11078421466643332	-0.04404662238851729
288	-0.00586117505017015	-0.009031429308295466	-0.11075662641117918	-0.04401788424135185
289	-0.005860360310980788	-0.009029489420406996	-0.11057450317066073	-0.044004830971884366
290	-0.005849152216085615	-0.009024165090912452	-0.11049514393888982	-0.043998374690152935
291	-0.005848032010717614	-0.009016935309497265	-0.11044321534214652	-0.0439945236816033
292	-0.005846759753470248	-0.009007932182163074	-0.11035066713196083	-0.04383615039348815
293	-0.005845991726213208	-0.009007649935967007	-0.11026313508191604	-0.043728190507506495
294	-0.005842376100998533	-0.00899353717332891	-0.11018760285148664	-0.043709318133045155
295	-0.005842232778564385	-0.008988834841560074	-0.11000875437642611	-0.043642155993697127
296	-0.0058415778856113565	-0.008977310269477332	-0.10998029470248645	-0.04363254506506751
297	-0.005830032734308294	-0.008972397812112851	-0.10994229541125257	-0.043621530724650304
298	-0.005829535669296627	-0.008965041465578825	-0.10994180735057364	-0.04359084657534157
299	-0.005826412623738874	-0.008960842833786441	-0.10993594497185154	-0.043542009480437044
300	-0.0058256173266404395	-0.00895638094181562	-0.10985821431320554	-0.04352174218057938
301	-0.005825518567731011	-0.008954527478595235	-0.10970053817824965	-0.04352026585780268
302	-0.0058225289656924665	-0.008950553068896612	-0.1094008861133194	-0.04349397768585113
303	-0.005806163962551844	-0.008948943796235094	-0.10939689887795566	-0.04345065497591892
304	-0.005803377685649821	-0.008948231278864566	-0.1093967001933299	-0.04337937133227914
305	-0.005801567282056762	-0.008947844441519076	-0.10939369917044049	-0.04335580670805628
306	-0.0058014642779752905	-0.008929117427326778	-0.10904250029172408	-0.04332189437406435
307	-0.005799694340233386	-0.008925822443574769	-0.10901877210254099	-0.043321807936624775
308	-0.005798014818497513	-0.008919466120594565	-0.10901621809535166	-0.04330668550651583
309	-0.005796186536537828	-0.008914542536203761	-0.10893017657594517	-0.043300080253678215
310	-0.005777325880169071	-0.00891216668839469	-0.10891690122669608	-0.04329950553181914
311	-0.005775737905810069	-0.008904995215270077	-0.10886812448904128	-0.0432768702860857
312	-0.0057723838785886505	-0.008898714067853107	-0.10871867418127285	-0.04319616412555183
313	-0.005770324436646043	-0.008892996260572836	-0.10849572664265723	-0.04312252701408555
314	-0.005764478071343088	-0.008886086080568298	-0.10849253154245324	-0.0431142663795753
315	-0.005764213763407686	-0.008865370660111086	-0.10840278540320726	-0.04309260137936284
316	-0.005763930123888642	-0.008861074081438602	-0.10834481738230697	-0.04299057925515826
317	-0.005760205766576091	-0.008856661555532608	-0.10832938154065479	-0.04297417862426911
318	-0.005757980142636648	-0.008837337617772988	-0.10826583809320052	-0.04296519206922233
319	-0.005756681570854443	-0.008837064778871674	-0.10818400926507911	-0.042956394929207095
320	-0.005755959397800898	-0.008836976814055956	-0.10815664876473584	-0.042832904391865545
321	-0.005753673578081953	-0.008828683224294297	-0.10809194419741196	-0.04282682935262957
322	-0.005751387868309378	-0.008824196422384335	-0.10794122845487937	-0.0427145233076652
323	-0.0057483579644163185	-0.00882023398499536	-0.10790258603448567	-0.042683721995092266
324	-0.005734253484892454	-0.00879229277999539	-0.10783306859932147	-0.04264880487141899
325	-0.005733100498947089	-0.008777640534461326	-0.10766307840327113	-0.04262355708520866
326	-0.005732526833631712	-0.008775251374571524	-0.10762881605720163	-0.042578644675417054
327	-0.0057317149461867615	-0.00875531968196572	-0.10734123528760128	-0.04253776949354116
328	-0.005730222592257455	-0.008755142720670567	-0.10729924507789099	-0.04245558893465805
329	-0.0057246967297841685	-0.008754760460917034	-0.10719909632545876	-0.04244783355181021
330	-0.0057241518901758	-0.008735816369445891	-0.1070705815196554	-0.04244337775770632
